LON,LAT,type,name,email,street,city,state,zip,www,facebook,fbIcon,instagram,instaIcon,markets
-86.10710343,37.39529236,Cut Flower Grower,Roots + Blooms at Laurel Creek Farms,laurelcreekfarms.ky@gmail.com,,,,,http://www.laurelcreekfarmsky.com,https://www.facebook.com/rootsplusblooms/,./icons/fb-icon.png,https://www.instagram.com/rootsplusblooms/,./icons/instagram-icon.png,"Farmers Market(s), Custom and Special Order Bouquets/Arrangements"
-86.0937425,37.6775211,Cut Flower Grower,Color Me Mod Flower Farm,colormemod@gmail.com,836 Horn Rd,Cecilia,KY,42724,https://www.colormemodflowerfarm.com,https://www.facebook.com/Colormemod/,./icons/fb-icon.png,https://www.instagram.com/colormemodflowerfarm/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists"
-86.018223,37.052916,Cut Flower Grower,Thornless Thistle,thornlessthistle@gmail.com,3101 Park City-Glasgow Rd,Glasgow,KY,42141,,https://www.facebook.com/ThornlessThistle/,./icons/fb-icon.png,,,"CSA, By the Stem"
-86.0135737,37.7096372,Cut Flower Grower,Fallen Maple Farm,fallenmaplefarm1@gmail.com,7909 Long Grove Road,Elizabethtown,KY,42701,www.fallenmaplefarmky.com,https://www.facebook.com/fallenmaplefarm,./icons/fb-icon.png,https://www.instagram.com/fallenmaplefarm/,./icons/instagram-icon.png,"Farmer's Market, Farm Store"
-85.829748,37.07508,Cut Flower Grower,Growing Boys Farm,sarahshirley@scrtc.com,5428 Coral Hill Rd.,Glasgow,KY,42141,,,,,,"Farmer's Market, Wholesale to florists, Wedding Design"
-85.7609942,38.2543111,Cut Flower Grower,Dancing Deer Botanicals,dancingdeerbotanical@gmail.com,2718 Cleveland Blvd.,Louisville,KY,40206,,https://www.facebook.com/dancingdeerbotanicals,./icons/fb-icon.png,https://Instagram.com/dancingdeerbotanicals,./icons/instagram-icon.png,"Wholesale to Florists, Farm Stand, Bouquet Subscriptions"
-85.7609942,38.245,Cut Flower Grower,FreshCutKY,freshcutky@gmail.com,,Louisville,KY,,http://www.freshcutky.co,https://www.facebook.com/freshcutky/,./icons/fb-icon.png,https://www.instagram.com/freshcutky/,./icons/instagram-icon.png,"Farmer's Market, Wedding Design, Farm Stands"
-85.7584557,38.2526647,Cut Flower Grower,Tappendorf Flower Co,abby@tappendorfflower.co,307 Arterburn Dr.,Louisville,KY,40222,http://www.tappendorfflower.co/,,,https://www.instagram.com/tappendorf_flower_co/,./icons/instagram-icon.png,Wholesale to Florists
-85.757829,38.254824,Cut Flower Grower,Black Rooster Farm,blackroosterfarm@yahoo.com,,Louisville,KY,,http://www.blackroosterfarm.com/,https://www.facebook.com/blackroosterfarmkentucky,./icons/fb-icon.png,https://www.instagram.com/blackroosterfarm/,./icons/instagram-icon.png,Farmer's Market
-85.522973,38.259152,Cut Flower Grower,Thistle and Finch Farm,thistleandfinchfarm@twc.com,12507 Old Henry Rd,Louisville,KY,40223,https://www.thistleandfinchfarm.com/,,,https://www.instagram.com/thistleandfinchfarm/,./icons/instagram-icon.png,"Flower stand/cart at Mozza Pi (Anchorage, KY)"
-85.518529,38.366495,Cut Flower Grower,Pure Pollen,purepollenflowers@gmail.com,8905 Hwy 329,Crestwood,KY,40014,http://purepollenflowers.com/,https://www.facebook.com/Pure-Pollen-Flowers-448649431879503/,./icons/fb-icon.png,https://www.instagram.com/purepollenflowers/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, Farm Stands, edible blooms and herbs, floral delivery and holiday design"
-85.4507101,38.2308776,Cut Flower Grower,Good Buds Flower Farm,jenlbamsey@gmail.com,16230 Eastwood Cut Off Rd,Louisville,KY,40245,,https://www.facebook.com/goodbudsflowerfarm,./icons/fb-icon.png,https://www.instagram.com/goodbudsflowerfarm/,./icons/instagram-icon.png,"Farmer's market, Wholesale to florists, Farm stands, Bouquet Subscriptions, Custom Orders"
-85.361022,38.246655,Cut Flower Grower,Weathered Oak Farms,shalane@weatheredoakfarms.com,591 Noland Pike,Simpsonville,KY,40067,https://weatheredoakfarms.com,https://www.facebook.com/weatheredoakfarms/,./icons/fb-icon.png,https://www.instagram.com/weatheredoakfarms/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to Florists, Wedding Design"
-85.3515142,38.2169802,Cut Flower Grower,Eden Roots Flower Farm,edenrootsflowerfarm@gmail.com,221 Old Veechdale Rd,Simpsonville,KY,40067,http://www.edenrootsflowerfarm.com,https://www.facebook.com/EdenRootsFlowerFarm/,./icons/fb-icon.png,https://www.instagram.com/edenroots_flowerfarm/,./icons/instagram-icon.png,"Wholesale to florists, Wedding Design, Order online for delivery "
-85.2536911,37.1689385,Cut Flower Grower,The Glass Parlor,theglassparlor@gmail.com,262 Snake Creek Rd,Columbia,KY,42728,https://www.theglassparlor.com,https://www.facebook.com/theglassparlorky/,./icons/fb-icon.png,https://www.instagram.com/the_glass_parlor/,./icons/instagram-icon.png,"Wholesale to Florists, Wedding Design, Local Gift Shops "
-85.1856465,36.8700292,Cut Flower Grower,Campbell's Hollow Ranch,klcampbell180@gmail.com,180 Hollow Ranch Rd,Albany,KY,42062,https://www.campbellshollowranch.com/,https://www.facebook.com/Campbells-Hollow-Ranch-1409743482681427/,./icons/fb-icon.png,https://www.instagram.com/campbellshollowranch/,./icons/instagram-icon.png,Farmer's Market
-85.161001,38.030785,Cut Flower Grower,Der Bauernhof,ssand2@live.com,870 Van Buren Rd,Mt Eden,KY,40046,https://flowersderbauernhof.square.site,https://www.facebook.com/derbauernhofky/,./icons/fb-icon.png,https://www.instagram.com/susanbeverlysand/,./icons/instagram-icon.png,"Wedding Design, CSA"
-85.136952,38.522085,Cut Flower Grower,Front Yard Farms,frontyardfarmky@gmail.com,4123 Port Royal Rd,Turners Station,KY,40075,,https://www.facebook.com/frontyardfarmky/,./icons/fb-icon.png,https://www.instagram.com/frontyardfarm_ky/,./icons/instagram-icon.png,Farmer's market
-85.080521,38.127209,Cut Flower Grower,Bellaire Blooms,bellairebloomsky@gmail.com,3810 Waddy Rd,Waddy,KY,40076,https://www.bellairebloomsky.com/,https://www.facebook.com/700bellaireave,./icons/fb-icon.png,https://www.instagram.com/bellaireblooms/,./icons/instagram-icon.png,"Farmer's Markets, Wholesale to florists"
-84.9698934,37.5453332,Cut Flower Grower,Shooting Star Flowers,shootingstarflowers@gmail.com,355 Gorley Rd,Gravel Switch,KY,40328,,https://www.facebook.com/shootingstarflowerfarm/,./icons/fb-icon.png,https://www.instagram.com/shootingstarflowers/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Farm Stands"
-84.8971757,38.3265232,Cut Flower Grower,Wild Fern Farm,wildfernfarm@gmail.com,6945 Flat Creek Road,Frankfort,KY,40601,,https://www.facebook.com/wildfernfarmky,./icons/fb-icon.png,https://www.instagram.com/wildfernfarm/,,"Farm stands, Pop-up sales, On-site U-pick events, Custom orders"
-84.878777,38.19507,Cut Flower Grower,Hither Blooms,hitherblooms@gmail.com,,Frankfort,KY,,https://hither-blooms.square.site/,https://www.facebook.com/HitherBlooms,./icons/fb-icon.png,https://www.instagram.com/hitherblooms/,./icons/instagram-icon.png,"Farmer's market, Wholesale to florists, subscription bouquets, custom orders"
-84.8481571,37.8004027,Cut Flower Grower,Wild Roots,wildrootsfarmerflorist@gmail.com,1445 Mundys Landing Rd.,Harrodsburg,KY,40330,http://wildrootsfarmerflorist.com/,https://www.facebook.com/wildrootsfarmerflorist/,./icons/fb-icon.png,https://www.instagram.com/wildrootsfarmerflorist/,./icons/instagram-icon.png,"Farm Stands, Wholesale to florists, Wedding Design, CSA"
-84.83534,38.10424,Cut Flower Grower,Beholden Blooms,Nicole@beholdenblooms.com,1011 Sunny View Ln,Frankfort,KY,40601,https://www.beholdenblooms.com,https://www.facebook.com/BeholdenBlooms,./icons/fb-icon.png,https://www.instagram.com/beholdenblooms/,./icons/instagram-icon.png,"Farmer's Market, Wedding design"
-84.8243965,37.8658822,Cut Flower Grower,Robertson Farm,emilyrrobertson15@gmail.com,1198 Harvey Pike,Harrodsburg,KY,,https://www.robertsonfarmky.com/,https://www.facebook.com/robertsonfamilyfarmkentucky,./icons/fb-icon.png,https://www.instagram.com/robertsonfarmky/,./icons/instagram-icon.png,"Farm stands, Subscription bouquets, Flower bar at local businesses"
-84.787504,38.1633612,Cut Flower Grower,Highland Moor,info@highlandmoor.com,226 Shady Ln,Midway,KY,40347,http://highlandmoor.com/,https://www.facebook.com/HighlandMoor/,./icons/fb-icon.png,,,"Farmer's Market, Wholesale to florists, Specialty stores"
-84.764662,38.642992,Cut Flower Grower,Royson Ridge Farm,RoysonRidge@gmail.com,14065 Jonesville Rd,Dry Ridge,KY,41035,,,,,,"Farmer's Market, Wholesale to Florists, Farm Stands, Delivery"
-84.739349,37.946761,Cut Flower Grower,Heart and Horizon/Mixed Borders Garden Design,mixedbordersky@gmail.com,100 Fords Mill Rd,Versailles,KY,40383,,https://www.facebook.com/Heart-and-Horizon-Farm-478388398981275/,./icons/fb-icon.png,,,"Farmer's Market, Wholesale to florists"
-84.6859716,38.2692388,Cut Flower Grower,Annie's Flowers,anniesfreshflowers@gmail.com,115 Wright St,Stamping Ground,KY,40379,https://www.anniesfreshflowers.com,https://www.facebook.com/freshflowersonthetable/,./icons/fb-icon.png,https://www.instagram.com/anniesflowers/,./icons/instagram-icon.png,"Wholesale to florists, Wedding Design, Farm Stands, Delivery to Lexington and Georgetown"
-84.66204,38.198808,Cut Flower Grower,Gray Arbor Farm,kelly.grayarbor@gmail.com,388 Soards Rd,Georgetown,KY,40324,https://grayarborfarm.com,https://www.facebook.com/grayarborfarm,./icons/fb-icon.png,https://www.instagram.com/grayarborfarm/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to Florists, Wedding Design, Bouquet and Farm Club CSA, U-Pick, Business Subscriptions, Delivery/Pick Up Arrangements"
-84.6580272,38.2068107,Cut Flower Grower,In Bloom Flower Farm,carly@inbloomcutflowers.com,160 Soards Rd,Georgetown,KY,40324,https://inbloomcutflowers.com/,https://www.facebook.com/inbloomflowerfarm/,./icons/fb-icon.png,https://www.instagram.com/inbloomflowerfarm/,./icons/instagram-icon.png,"Farmer's Market, Wedding Design"
-84.518577,37.922394,Cut Flower Grower,Agape Fields,julie@agapefields.com,1422 Beaumont Rd,Nicholasville,KY,40356,https://www.agapefields.com/,https://www.facebook.com/AgapeFieldsFlowers/,./icons/fb-icon.png,https://www.instagram.com/agapefields/,./icons/instagram-icon.png,"Wholesale to florists, Wedding Design, Delivery and CSA, You Pick, Workshops"
-84.5037164,38.0405837,Cut Flower Grower,Greenhouse 17,smcguire@greenhouse17.org,4400 Briar Hill Rd,Lexington,KY,40516,https://www.greenhouse17.org,https://www.facebook.com/GreenHouse17/,./icons/fb-icon.png,https://www.instagram.com/greenhouse17ky/,./icons/instagram-icon.png,"Farmer's Market, Farm Stands, CSA"
-84.46736,38.95361,Cut Flower Grower,BlackBerry Ridge Flower Farm,,,Ryland Heights,KY,,https://www.blackberryridgeflowerfarm.com/,https://www.facebook.com/Blackberry-Ridge-Flower-Farm-116678656833674,./icons/fb-icon.png,https://www.instagram.com/blackberryridgeflowerfarm/?hl=en,./icons/instagram-icon.png,"Farmer's market (with Anna Raines at Rains & Sun Hilltop Farm), Bouquet subscription"
-84.40866,38.87995,Cut Flower Grower,Broken Oaks Farm,brokenoaksflowerfarm@gmail.com,11900 Lees Road,Alexandria,KY,41001,www.brokenoaksfarm.com,https://www.facebook.com/brokenoaksfarm/,./icons/fb-icon.png,https://www.instagram.com/brokenoaksfarm,./icons/instagram-icon.png,"Farmer's market, Wholesale to florists, On-farm pickup (by request)"
-84.402209,38.462038,Cut Flower Grower,Flora Berry Farm,vdrudnicki@gmail.com,498 Crows Ridge Rd,Berry,KY,41003,https://www.floraberryfarm.com,https://www.facebook.com/floraberryfarm/,./icons/fb-icon.png,https://www.instagram.com/floraberryfarm/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, Subscription service"
-84.2818035,38.5116166,Cut Flower Grower,Brownings,browningsflowertruck@gmail.com,694 Blackburn Rd.,Cynthiana,KY,41031,https://www.browningsflowertruck.com/about,https://www.facebook.com/browningsflowertruck/,./icons/fb-icon.png,https://www.instagram.com/browningsflowertruck/,./icons/instagram-icon.png,"Wedding Design, Flower truck"
-84.2778876,37.9647778,Cut Flower Grower,Three Toads Farm,vschirmer3@gmail.com,3808 Combs Ferry Rd,Winchester,KY,40391,https://www.threetoadsfarm.com/,https://www.facebook.com/ThreeToadsFarm/,./icons/fb-icon.png,https://www.instagram.com/threetoadsfarm/,./icons/instagram-icon.png,"Wholesale to Florists, Wedding Design, On-Farm Workshops & Pop-Ups"
-84.1834639,38.0135048,Cut Flower Grower,Bluegrass Blooms & Botanicals,bluegrassblooms@gmail.com,671 Tech Dr.,Winchester,KY,40391,https://www.Bluegrassblooms.com,https://www.facebook.com/BluegrassBlooms/,./icons/fb-icon.png,https://www.instagram.com/bluegrassblooms/,./icons/instagram-icon.png,"Wholesale to florists, Wedding Design, Bouquet Subscription, Pop up Flower Bar, Grocery Stores"
-84.1567282,38.1524016,Cut Flower Grower,Blooms of Bourbon Co,cindykflowers@gmail.com,393 Thomas Rd,Paris,KY,40361,https://bloomsofbc.com/,https://www.facebook.com/bbcfreshcutflowers/,./icons/fb-icon.png,https://www.instagram.com/bloomsofbourboncounty/,./icons/instagram-icon.png,Farmer's Market
-84.1283335,37.1426834,Cut Flower Grower,Isabelle Blooms,info@isabelleblooms.com,662 Ridings-Mitchell Creek Road,London,KY,40741,https://www.isabelleblooms.com,https://www.facebook.com/isabelleblooms/,,https://www.instagram.com/isabelleblooms/,./icons/instagram-icon.png,"Wholesale to Florists, Wedding Design, Direct to Consumer/Custom Orders"
-84.031944,38.315833,Cut Flower Grower,Sweet Stems Flower Farm,ericarbrierly@rocketmail.com,2221 Maysville Rd.,Carlisle,KY,40311,,https://www.facebook.com/Sweet-Stems-Cut-Flower-Farm-101248232230416,./icons/fb-icon.png,,,"Wholesale to Florists, Farm Stands"
-83.93249,38.38925,Cut Flower Grower,Blooming Valley Flower Farm,bloomingvalleyflowerfarm@gmail.com,607 Briggs Lane,Ewing,KY,41039,,https://www.facebook.com/Bloomingvalleyflowerfarm,./icons/fb-icon.png,https://www.instagram.com/bloomingvalleyflowerfarm/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, Weekly Buckets"
-83.65134,37.270018,Cut Flower Grower,Old Homeplace Farm,maggie@oldhomeplacefarm.com,156 Laurel Branch Rd.,Manchester,KY,40962,https://www.oldhomeplacefarm.com/ ,https://www.facebook.com/OldHomeplaceFarm ,./icons/fb-icon.png,https://www.instagram.com/oldhomeplacefarm/,./icons/instagram-icon.png,"Online Store, CSA"
-83.2453489,36.9014725,Cut Flower Grower,Hartlove Farms,hartlovefarms@gmail.com,3029 Hwy 522 ,Baxter,KY,40806,https://hartlovefarms.wordpress.com/,https://www.facebook.com/HartloveFarms/,./icons/fb-icon.png,https://www.instagram.com/hartlovefarms/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, On-the-farm workshops "
-82.8329656,38.5279415,Cut Flower Grower,Mountain Girl Provisions,mtnmomma61@hotmail.com,578 Cedar Riffle Rd,Greenup,KY,41144,,https://www.facebook.com/mtngirlprovision/,./icons/fb-icon.png,,,"Farmer's Market, text, facebook, home delivery"
-82.640332,38.461293,Cut Flower Grower,Wild Paint Cut Flowers,Karenhogsten@gmail.com,2828 Hackworth St.,Ashland,KY,41101,https://wildpaintcutflowers.com/,https://www.facebook.com/Wild-Paint-Cut-Flowers-167881017225754/,./icons/fb-icon.png,https://www.instagram.com/wild_paint_cut_flowers/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists"
-85.5246107,38.1927241,Cut Flower Grower,Ardesco Farms,ardescofarms@gmail.com,3200 Tucker Station Rd.,Louisville,KY,40299,https://www.ardescofarms.com,https://www.facebook.com/ardescofarms/,./icons/fb-icon.png,https://www.instagram.com/ardescofarms/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to Florists, Subscriptions, Bouquets to Order"
-85.0756576,38.2801134,Cut Flower Grower,Bagdad Blooms,suesd57@yahoo.com,2810 Christianburg Rd.,Bagdad,KY,40003,,https://www.facebook.com/bagdadblooms,./icons/fb-icon.png,,,Farmer's Market
-85.3637323,37.2828816,Cut Flower Grower,Beehind Thyme Farm & Garden,beehindthyme@gmail.com,353 Lone Valley Rd.,Campbellsville,KY,42718,https://beehindthymefarmgarden.com,https://www.facebook.com/beehindthymefarmgarden/,./icons/fb-icon.png,https://www.instagram.com/beehindthymefarmgarden,./icons/instagram-icon.png,"Wedding Design, Farm Stands, Brick and Mortar Shop"
-85.2209536,37.9647621,Cut Flower Grower,Bountiful Blooms,bountifulbloomsky@gmail.com,137 Drake Ridge Rd.,Bloomfield,KY,40008,,https://www.facebook.com/profile.php?id=100075396487816,./icons/fb-icon.png,,,"Wholesale to Florists, Farm Stands, Business Stands"
-87.570429,37.2399066,Cut Flower Grower,Boxcroft Garden & Designs,boxcroftgardens@yahoo.com,885 Copper Creek Rd.,Dawson Springs,KY,42408,https://www.boxcroftgardens.com,http://www.facebook.com/boxcroftgardens/,./icons/fb-icon.png,http://www.instagram.com/boxcroftgardens/,./icons/instagram-icon.png,"Farmer's Market, Farm Stands"
-84.8490762,36.8297784,Cut Flower Grower,Conley Bottom Sunflower Farm,emily.conley@kctcs.edu,6281 Highway 1275 N,Monticello,KY,42633,,,,,,"Farmer's Market, Wholesale to Florists"
-84.6541654,37.7463942,Cut Flower Grower,Daycrest Farm,bisher70@icloud.com,1449 Kennedy Bridge Rd.,Lancaster,KY,40444,https://www.daycrestfarm.com,https://www.facebook.com/daycrestfarm,./icons/fb-icon.png,https://instagram.com/daycrestfarm/,./icons/instagram-icon.png,"Farm Stands, Workshops, U-Pick"
-85.2369779,37.7201427,Cut Flower Grower,Faith Lane Flowers,pattisue1111@gmail.com,200 Faith Lane,Springfield,KY,40069,,https://www.facebook.com/faithlanefarm/,./icons/fb-icon.png,https://www.instagram.com/faithlaneflowers/,./icons/instagram-icon.png,"Wholesale to Florists, Wedding Design, Subscriptions"
-84.9466124,38.1490958,Cut Flower Grower,Firmly Rooted Flowers,firmlyrootedflowers@gmail.com,650 Evergreen Rd.,Frankfort,KY,40601,https://www.firmlyrootedflowersky.com,https://www.facebook.com/firmlyrootedflowers/,./icons/fb-icon.png,https://www.instagram.com/firmlyrootedflowers/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to Florists, Farm Stands, U-pick, Pop-up Shops"
-85.7851308,37.5648512,Cut Flower Grower,Grandview Farm,grandviewfarmky@gmail.com,310 Dorsey Lane,Hodgenville,KY,42748,https://www.grandviewfarmky.com,https://www.facebook.com/grandviewfarmky,./icons/fb-icon.png,http://www.instagram.com/grandviewfarmky/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, online sales"
-84.1734549,38.2413618,Cut Flower Grower,Hatmaker Homestead,hatmakerhomestead@gmail.com,555 Tarr Rd.,Paris,KY,40361,https://www.hatmakerhomestead.com,https://www.facebook.com/hatmakerhomestead/,./icons/fb-icon.png,https://www.instagram.com/hatmaker_homestead,./icons/instagram-icon.png,"Farmer's Market, CSA Flower Subscription, CSA Add-On"
-84.9632581,38.6353923,Cut Flower Grower,Hazelfield Farm,Hazelfieldfarm@hotmail.com,1585 Butler Inn Rd. ,Worthville,KY,41098,https://www.hazelfieldfarm.com,https://www.facebook.com/hazelfieldfarm,./icons/fb-icon.png,https://www.instagram.com/hazelfieldfarm/,./icons/instagram-icon.png,"Farmer's Market, Wedding Design"
-84.6489149,37.8759909,Cut Flower Grower,Joy to the World Family Farm,arv.judy@gmail.com,20 Veterans Drive,Wilmore,KY,40390,,https://www.facebook.com/joytotheworldfarm/,./icons/fb-icon.png,,,U-pick
-85.7975355,37.45981,Cut Flower Grower,Lavender & Leafery,bryant.emilyc@gmail.com,149 Robinson Ln.,Sonora,KY,42776,,https://www.facebook.com/lavenderandleafery/,./icons/fb-icon.png,https://www.instagram.com/lavenderandleafery/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to Florists, Subscription"
-83.7209656,38.6143114,Cut Flower Grower,Maysville Seed & Stem,maysvillebloom@gmail.com,8030 Cobb Ln.,Maysville,KY,41056,,https://www.facebook.com/maysvilleblooms,./icons/fb-icon.png,https://www.instagram.com/maysvilleblooms,./icons/instagram-icon.png,Farmer's Market
-84.3630195,37.4654218,Cut Flower Grower,Parsons Pastures,parsonspastures@gmail.com,550 Rogers Rd.,Mt. Vernon,KY,40456,,https://www.facebook.com/ParsonsPastures/,./icons/fb-icon.png,,,"Farmer's Market, Farm Stands"
-83.0491637,37.9710796,Cut Flower Grower,Paint Creek Farms,paintcreekfarms@gmail.com,132 Ison Dr.,West Liberty,KY,41472,,https://www.facebook.com/paintcreekfarms/,./icons/fb-icon.png,https://www.instagram.com/paintcreekfarms/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to Florists, Wedding Design, Farm Stands"
-85.7778471,37.1392617,Cut Flower Grower,Petal Seekers Flower Farm,petalseekers@gmail.com,50 Seymour Park Rd.,Horse Cave,KY,42649,,https://www.facebook.com/Petal-Seekers-Flower-Farm-117382324292834,./icons/fb-icon.png,,,"Farmer's Market, Wholesale to Florists, Wedding Design"
-83.0474491,38.262449,Cut Flower Grower,Riggs Family Farm,mzriggs@yahoo.com,969 Rattlesnake Fork,Olive Hill,KY,41164,,https://www.facebook.com/Riggs-Family-Farm-104938868888872,./icons/fb-icon.png,,,"Farmer's Market, Wholesale to Florists, Farm Stand, U-Pick"
-86.6372653,37.2726442,Cut Flower Grower,Rooted Flower Farm,rootedflowerfarm.ky@gmail.com,11 Hunts Lake Rd. ,Morgantown,KY,42261,,https://www.facebook.com/rootedflowers,./icons/fb-icon.png,https://www.instagram.com/rootedflowerfarm.ky/,./icons/instagram-icon.png,"Farmer's Market, Delivery"
-84.6711431,38.879945,Cut Flower Grower,Rutz Flower Field,rlmutz77@gmail.com,1384 Beaver Rd.,Walton,KY,41094,https://www.rutzflowers.com,https://www.facebook.com/rutzflowers,./icons/fb-icon.png,https://www.instagram.com/rutzflowers,./icons/instagram-icon.png,"Farmer's Market, Wholesale to Florists, Farm Stands"
