LON,LAT,type,name,email,street,city,state,zip,www,facebook,fbIcon,instagram,instaIcon,markets
-85.161001,38.030785,Cut Flower Grower,Der Bauernhof,ssand2@live.com,Van Buren Rd,Mt Eden,KY,40046,https://flowersderbauernhof.square.site,https://www.facebook.com/derbauernhofky/,./icons/fb-icon.png,https://www.instagram.com/susanbeverlysand/,./icons/instagram-icon.png,"Wedding Design, stand in Louisville"
-85.3515142,38.2169802,Cut Flower Grower,Eden Roots Flower Farm,edenrootsflowerfarm@gmail.com,221 Old Veechdale Rd,Simpsonville,KY,40067,http://www.edenrootsflowerfarm.com,https://www.facebook.com/EdenRootsFlowerFarm/,./icons/fb-icon.png,https://www.instagram.com/edenroots_flowerfarm/,./icons/instagram-icon.png,"Wholesale to florists, Wedding Design, Order online for delivery "
-84.402209,38.462038,Cut Flower Grower,Flora Berry Farm,vdrudnicki@gmail.com,498 Crows Ridge Rd,Berry,KY,41003,https://www.floraberryfarm.com,https://www.facebook.com/floraberryfarm/,./icons/fb-icon.png,https://www.instagram.com/floraberryfarm/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, Subscription service"
-87.6809005,36.8148033,Cut Flower Grower,Free Range Flowers at Martin's Farm,freerangeflowers@yahoo.com,593 E. Lake Rd,Gracey,KY,42232,https://www.freerangeflowers.net/,https://www.facebook.com/freerangeflowersatmartinfarm/,./icons/fb-icon.png,https://www.instagram.com/freerangeflowers/,./icons/instagram-icon.png,"Wedding Design, CSA bouquet subscription delivery service to home & office"
-86.6835998,37.2256023,Cut Flower Grower,Freida T's Flowers,FreidaTsFlowers@yahoo.com,410 Hunt Lane,Morgantown,KY,42261,https://www.freidatsflowers,https://www.facebook.com/FreidaTsFlowers/,./icons/fb-icon.png,https://www.instagram.com/freidatsflowers/,./icons/instagram-icon.png,"Wholesale to florists, Subscriptions, Mobile Flower Truck,  Members Market at Farm, Farm To Vase Events"
-84.66204,38.198808,Cut Flower Grower,Gray Arbor Farm,grayarbor@gmail.com,388 Soards Rd,Georgetown,KY,40324,https://grayarborfarm.com,https://www.facebook.com/grayarborfarm,./icons/fb-icon.png,https://www.instagram.com/grayarborfarm/,./icons/instagram-icon.png,"Farmer's Market, Wedding Design, Farm Stands, Delivery"
-84.5037164,38.0405837,Cut Flower Grower,Greenhouse 17,smcguire@greenhouse17.org,4400 Briar Hill Rd,Lexington,KY,40516,https://www.greenhouse17.org,https://www.facebook.com/GreenHouse17/,./icons/fb-icon.png,https://www.instagram.com/greenhouse17ky/,./icons/instagram-icon.png,"Farmer's Market, Farm Stands, CSA"
-85.829748,37.07508,Cut Flower Grower,Growing Boys Farm,sarahshirley@scrtc.com,5428 Coral Hill Rd.,Glasgow,KY,42141,,,,,,"Farmer's Market, Wholesale to florists, Wedding Design, on farm sales"
-83.2453489,36.9014725,Cut Flower Grower,Hartlove Farms,hartlovefarms@gmail.com,3029 Hwy 522 ,Baxter,KY,40806,https://hartlovefarms.wordpress.com/,https://www.facebook.com/HartloveFarms/,./icons/fb-icon.png,https://www.instagram.com/hartlovefarms/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, On-the-farm workshops "
-84.739349,37.946761,Cut Flower Grower,Heart and Horizon/Mixed Borders Garden Design,mixedbordersky@gmail.com,100 Fords Mill Rd,Versailles,KY,40383,,https://www.facebook.com/Heart-and-Horizon-Farm-478388398981275/,./icons/fb-icon.png,,,"Farmer's Market, Wholesale to florists"
-84.787504,38.1633612,Cut Flower Grower,Highland Moor,info@highlandmoor.com,226 Shady Ln,Midway,KY,40347,http://highlandmoor.com/,https://www.facebook.com/HighlandMoor/,./icons/fb-icon.png,,,"Farmer's Market, Wholesale to florists, Specialty stores"
-84.6580272,38.2068107,Cut Flower Grower,In Bloom Flower Farm,carly@inbloomcutflowers.com,160 Soards Rd,Georgetown,KY,40324,https://inbloomcutflowers.com/,https://www.facebook.com/inbloomflowerfarm/,./icons/fb-icon.png,https://www.instagram.com/inbloomflowerfarm/,./icons/instagram-icon.png,"Farmer's Market, Wedding Design"
-86.164678,37.029676,Cut Flower Grower,Kentucky Cuts,,9862 Glasgow Rd,Smiths Grove,KY,42171,,,,,,"Farmer's Market, SoKY Marketplace Crop Shop"
-87.9007986,37.0039265,Cut Flower Grower,Meadowview Flowers,meadowviewflowers@gmail.com,2245 Kentucky 1272,Princeton,KY,42445,https://www.meadowviewflowers.com/,https://www.facebook.com/meadowviewflowers,./icons/fb-icon.png,https://www.instagram.com/meadowviewflowers/,./icons/instagram-icon.png,"Wholesale to florists, Subscriptions, Mobile Flower Truck,  Members Market at Farm, Farm To Vase Events"
-82.8329656,38.5279415,Cut Flower Grower,Mountain Girl Provisions,mtnmomma61@hotmail.com,578 Cedar Riffle Rd,Greenup,KY,41144,,https://www.facebook.com/mtngirlprovision/,./icons/fb-icon.png,,,"Farmer's Market, text, facebook, home delivery"
-83.65134,37.270018,Cut Flower Grower,Old Homeplace Farm,maggie@oldhomeplacefarm.com,PO Box 13,Oneida,KY,40972,https://www.oldhomeplacefarm.com/ ,https://www.facebook.com/OldHomeplaceFarm ,./icons/fb-icon.png,https://www.instagram.com/oldhomeplacefarm/,./icons/instagram-icon.png,online store and CSA
-83.930422,38.391402,Cut Flower Grower,Pleasant Valley Cuts (Seascape Farm),kellington64@gmail.com,607 Briggs Lane,Ewing,KY,41039,,,,https://www.instagram.com/pleasantvalleycuts/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, Weekly Buckets"
-85.518529,38.366495,Cut Flower Grower,Pure Pollen,purepollenflowers@gmail.com,8905 Hwy 329,Crestwood,KY,40014,http://purepollenflowers.com/,https://www.facebook.com/Pure-Pollen-Flowers-448649431879503/,./icons/fb-icon.png,https://www.instagram.com/purepollenflowers/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, Farm Stands, edible blooms and herbs, floral delivery and holiday design"
-86.1746693,36.9270695,Cut Flower Grower,River Bend Blooms,info@riverbendblooms.com,1781 River Bend Rd.,Scottsville,KY,42164,https://www.riverbendblooms.com,https://www.facebook.com/riverbendblooms/,./icons/fb-icon.png,https://www.instagram.com/river.bend.blooms/,./icons/instagram-icon.png,"Wholesale to florists, Subscriptions, Mobile Flower Truck,  Members Market at Farm, Farm To Vase Events"
-84.764662,38.642992,Cut Flower Grower,Royson Ridge Farm,RoysonRidge@gmail.com,14065 Jonesville Rd,Dry Ridge,KY,41035,,,,,,"Farmer's Market, Wholesale to florists, Farm Stands, delivery"
-84.9698934,37.5453332,Cut Flower Grower,Shooting Star Flowers,shootingstarflowers@gmail.com,355 Gorley Rd,Gravel Switch,KY,40328,,https://www.facebook.com/shootingstarflowerfarm/,./icons/fb-icon.png,https://www.instagram.com/shootingstarflowers/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Farm Stands"
-86.5863097,36.9387554,Cut Flower Grower,Starry Fields Farm,starryfieldsfarmky@gmail.com,2750 Browning Rd.,Rockfield,KY,42274,https://www.starryfieldsflowers.com/,https://www.facebook.com/starryfieldsfarm/,./icons/fb-icon.png,https://www.instagram.com/jessica_starryfieldsfarm/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Local Shops"
-86.813939,36.856456,Cut Flower Grower,Steenbergen Sunflower Farm,,4013 Stevenson Mill Rd,Russellville ,KY,42276,,https://www.facebook.com/steenbergensunflowers/,./icons/fb-icon.png,,,"You Pick, Flower wagon"
-85.7584557,38.2526647,Cut Flower Grower,Tappendorf Flower Co,abby@tappendorfflower.co,307 Arterburn Dr.,Louisville,KY,40222,http://www.tappendorfflower.co/,,,https://www.instagram.com/tappendorf_flower_co/,./icons/instagram-icon.png,Wholesale to florists
-87.269013,36.722974,Cut Flower Grower,The Flower Patch,jknope49@yahoo.com,3147 Cemetery Rd,Trenton,KY,42286,,https://www.facebook.com/TheFlowerPatchTrenton/,./icons/fb-icon.png,https://www.instagram.com/theflowerpatchtrenton/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, CSA"
-85.2536911,37.1689385,Cut Flower Grower,The Glass Parlor,theglassparlor@gmail.com,262 Snake Creek Rd,Columbia,KY,42728,https://www.theglassparlor.com,https://www.facebook.com/theglassparlorky/,./icons/fb-icon.png,https://www.instagram.com/the_glass_parlor/,./icons/instagram-icon.png,"Wholesale to florists, Wedding Design, Local gift shops "
-85.522973,38.259152,Cut Flower Grower,Thistle and Finch Farm,thistleandfinchfarm@twc.com,12507 Old Henry Rd,Louisville,KY,40223,https://www.thistleandfinchfarm.com/,,,https://www.instagram.com/thistleandfinchfarm/,./icons/instagram-icon.png,"Flower stand/cart at Mozza Pi (Anchorage, KY)"
-86.018223,37.052916,Cut Flower Grower,Thornless Thistle,thornlessthistle@gmail.com,3101 Park City-Glasgow Rd,Glasgow,KY,42141,,https://www.facebook.com/ThornlessThistle/,./icons/fb-icon.png,,,"CSA, by the stem"
-84.2778876,37.9647778,Cut Flower Grower,Three Toads Farm,vschirmer3@gmail.com,3808 Combs Ferry Rd,Winchester,KY,40391,https://www.threetoadsfarm.com/,https://www.facebook.com/ThreeToadsFarm/,./icons/fb-icon.png,https://www.instagram.com/threetoadsfarm/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, Special order bouquets and arrangements"
-85.361022,38.246655,Cut Flower Grower,Weathered Oak Farms,shalane@weatheredoakfarms.com,591 Noland Pike,Simpsonville,KY,40067,https://weatheredoakfarms.com,https://www.facebook.com/weatheredoakfarms/,./icons/fb-icon.png,https://www.instagram.com/weatheredoakfarms/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design"
-82.640332,38.461293,Cut Flower Grower,Wild Paint Cut Flowers,Karenhogsten@gmail.com,2828 Hackworth St.,Ashland,KY,41101,https://wildpaintcutflowers.com/,https://www.facebook.com/Wild-Paint-Cut-Flowers-167881017225754/,./icons/fb-icon.png,https://www.instagram.com/wild_paint_cut_flowers/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists"
-84.8481571,37.8004027,Cut Flower Grower,Wild Roots,wildrootsfarmerflorist@gmail.com,138 Virginia Ave.,Harrodsburg,KY,40330,http://wildrootsfarmerflorist.com/,https://www.facebook.com/wildrootsfarmerflorist/,./icons/fb-icon.png,https://www.instagram.com/wildrootsfarmerflorist/,./icons/instagram-icon.png,"Farmer's Market, Wholesale to florists, Wedding Design, Local flower wholesaler in Nashville"
